"Age","DailyRate","DistanceFromHome","Education","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TrainingTimesLastYear","WorkLifeBalance","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","JobLevel","PercentSalaryHike","TotalWorkingYears","YearsAtCompany","BusinessTravel_Non-Travel","BusinessTravel_Travel_Frequently","BusinessTravel_Travel_Rarely","Department_Human Resources","Department_Research & Development","Department_Sales","EducationField_Human Resources","EducationField_Life Sciences","EducationField_Marketing","EducationField_Medical","EducationField_Other","EducationField_Technical Degree","Gender_Female","Gender_Male","JobRole_Healthcare Representative","JobRole_Human Resources","JobRole_Laboratory Technician","JobRole_Manager","JobRole_Manufacturing Director","JobRole_Research Director","JobRole_Research Scientist","JobRole_Sales Executive","JobRole_Sales Representative","MaritalStatus_Divorced","MaritalStatus_Married","MaritalStatus_Single","OverTime_No","OverTime_Yes","Attrition"
26.6216454140376,834.712713508168,6.38143425341696,2.1381434253417,3.06907171267085,88.5525737013668,2.06907171267085,2.93092828732915,2342.23933084123,20601.9586394927,1,3,1,1,2.06907171267085,2.93092828732915,6.65464143664576,1.41443027602509,7.06907171267085,1,14.3453585633542,8.1381434253417,8.1381434253417,0,1,0,0,1,0,0,0.0690717126708478,0,0.930928287329152,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0690717126708478,0.930928287329152,0,0,1,"Yes"
34.6333018029109,142.06029625982,24.6740460470319,4,3.91851151175797,94.4517187234014,3,2.04074424412102,2051.29511152301,16864.4513365738,0.959255755878985,3,1.04074424412102,1,2.95925575587898,2,2.20372122060508,6.75553453527391,7.67404604703188,1,18.6740460470319,9.91851151175797,9.87776726763695,0,1,0,0.0407442441210151,0.959255755878985,0,0,1,0,0,0,0,1,0,0,0.0407442441210151,0,0,0,0,0.959255755878985,0,0,1,0,0,0,1,"Yes"
28.1360371215269,355.74811244756,18.8986996635795,4,2.47467491589487,67.0188234020025,3,2.76266254205257,2570.3543677358,21337.4571105577,0.237337457947433,3,1.76266254205257,1,2.23733745794743,2,5.81331271026284,2.4240247476846,1.89869966357946,1,12.8986996635795,8.47467491589487,7.7120123738423,0,1,0,0.762662542052567,0.237337457947433,0,0,1,0,0,0,0,1,0,0,0.762662542052567,0,0,0,0,0.237337457947433,0,0,1,0,0,0,1,"Yes"
30.2907605750952,284.881652196869,20.8140094000846,4,2.95350235002115,76.1165446504019,3,2.52324882498942,2398.2159051674,19854.0497196345,0.476751175010577,3,1.52324882498942,1,2.47675117501058,2,4.61624412494712,3.86050705006346,3.81400940008461,1,14.8140094000846,8.95350235002115,8.43025352503173,0,1,0,0.523248824989423,0.476751175010577,0,0,1,0,0,0,0,1,0,0,0.523248824989423,0,0,0,0,0.476751175010577,0,0,1,0,0,0,1,"Yes"
29.5187155774329,310.273354342207,20.1277471799403,4,2.78193679498509,72.8567991047166,3,2.60903160250746,2459.89372220286,20385.5598091362,0.390968397492543,3,1.60903160250746,1,2.39096839749254,2,5.04515801253729,3.34581038495526,3.12774717994034,1,14.1277471799403,8.78193679498509,8.17290519247763,0,1,0,0.609031602507457,0.390968397492543,0,0,1,0,0,0,0,1,0,0,0.609031602507457,0,0,0,0,0.390968397492543,0,0,1,0,0,0,1,"Yes"
28.4970633902121,349.885213439586,1.05588184553199,3,2.05588184553199,48.055881845532,2,3,2757.75332477782,23439.853687068,5.72059077234007,3,3.05588184553199,2.83235446340404,3,2.94411815446801,2,0,2,1,18.6647089268081,4.83235446340404,2.94411815446801,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.944118154468015,0,0.0558818455319852,0.0558818455319852,0.944118154468015,"Yes"
31.8968893447891,544.747883916833,7.75940847117454,2.51718510920182,1.51718510920182,53.31096379878,1.51718510920182,3.48281489079818,4074.6313117072,22834.4715955034,6,3,3.48281489079818,2.51718510920182,2.51718510920182,2.51718510920182,2,0.965629781596363,2,1.48281489079818,16.5859255460091,5.96562978159636,2.51718510920182,0,0,1,0,0,1,0,0,0,1,0,0,0.517185109201819,0.482814890798181,0,0,0,0,0,0,0,0.482814890798181,0.517185109201819,1,0,0,0,1,"Yes"
30.177416943945,343.649188123876,2.17741694394499,3,2.5887084719725,43.8790406961925,2.29435423598625,3,2815.0120660353,19291.5409204056,4.52822882006876,3,2.70564576401375,2.11693729204126,2.70564576401375,3,1.4112915280275,0,1.4112915280275,1,17.2338745840825,3.82258305605501,2.4112915280275,0,0,1,0,0,1,0,0,0.294354235986248,0.705645764013752,0,0,1,0,0,0,0,0,0,0,0,0,1,0.705645764013752,0,0.294354235986248,0,1,"Yes"
25.0404566524085,1217.64289715677,1,1.41618266096339,1.20809133048169,59.0867213732563,2.79190866951831,2.20809133048169,3118.34728514636,22294.5415622466,2.04045665240847,3,2.20809133048169,0.624273991445079,3.79190866951831,3,2.79190866951831,0.791908669518307,3.58381733903661,1,16.6242739914451,5.79190866951831,4.58381733903661,0,0,1,0,0,1,0,0,0,0.208091330481693,0,0.791908669518307,1,0,0,0,0,0,0,0,0,0,1,0.208091330481693,0,0.791908669518307,0,1,"Yes"
25.4990154490806,1116.11797957355,1,1.59960617963225,1.29980308981612,57.8027567425743,2.70019691018388,2.29980308981612,3081.47915789392,22436.694789215,2.49901544908062,3,2.29980308981612,0.89940926944837,3.70019691018388,3,2.70019691018388,0.700196910183877,3.40039382036775,1,16.8994092694484,5.70019691018388,4.40039382036775,0,0,1,0,0,1,0,0,0,0.299803089816123,0,0.700196910183877,1,0,0,0,0,0,0,0,0,0,1,0.299803089816123,0,0.700196910183877,0,1,"Yes"
27.2678514728323,372.966013728641,1.31493609584868,2.84253195207566,2,51.4642970543355,2.15746804792434,3.15746804792434,2606.15683300514,22718.59801949,5.2126597603783,3,3,2.52759585622698,2.84253195207566,3.15746804792434,1.68506390415132,0,1.68506390415132,1,17.8977236645296,4.2126597603783,2.52759585622698,0,0.15746804792434,0.84253195207566,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.84253195207566,0,0.15746804792434,0,1,"Yes"
32.9976823180914,493.09832672216,22.7552147842944,3.87528971023858,1,85.2540559433401,3,3.62586913071573,2716.55722774006,16185.6270771716,1.24942057952285,3.87528971023858,2.87528971023858,0,2.12471028976142,1,0.249420579522848,0,1.24942057952285,1,22.7528971023858,2.12239260785282,1.37413086928427,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Yes"
34.1645860821009,632.397463550791,20.129681315273,3.72942673973739,1,83.2119743563235,3,3.18828021921217,2624.80941929482,14044.7962591257,1.54114652052522,3.72942673973739,2.72942673973739,0,2.27057326026261,1,0.541146520525217,0,1.54114652052522,1,21.2942673973739,3.43515934236348,1.81171978078783,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Yes"
28.5612622341141,141.025516361231,24.1403155585285,3.14031555852853,2.71936888294294,55.1916756655555,2.14031555852853,3.14031555852853,2135.62203339138,13658.2595661811,4.43873776588589,3.14031555852853,2.14031555852853,0,3.71936888294294,2.71936888294294,1.71936888294294,0,2.71936888294294,1,15.4031555852853,5.29842220735736,3.57905332441442,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Yes"
32.4330437295139,425.69459521072,24.0256516085938,3.94586953381076,1,86.2421734733507,3,3.83760860143229,2760.95193676697,17221.5271477406,1.10826093237847,3.94586953381076,2.94586953381076,0,2.05413046618924,1,0.108260932378471,0,1.10826093237847,1,23.4586953381076,1.48717419570312,1.16239139856771,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Yes"
33.491368830204,552.032154105604,21.644420132041,3.8135788962245,1,84.390104547143,3,3.4407366886735,2677.74112572521,15279.897459887,1.372842207551,3.8135788962245,2.8135788962245,0,2.1864211037755,1,0.372842207551003,0,1.372842207551,1,22.135788962245,2.67778993397951,1.5592633113265,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Yes"
31.5781855210662,345.422069052234,24.8945463802665,3.89454638026655,1.21090723946691,83.0982160698622,2.89454638026655,3.89454638026655,2714.11707366444,17481.4556015711,1.42181447893381,3.89454638026655,2.89454638026655,0,2.21090723946691,1.21090723946691,0.210907239466906,0,1.21090723946691,1,22.9454638026655,1.52726809866726,1.31636085920036,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Yes"
57.7490206472576,783.384303851053,2.26666556228884,1.0313724190928,3.9843137904536,57,2.0313724190928,3.9843137904536,2385.94507341809,13493.521115053,8.95294137136079,3,4,0.984313790453598,2.9843137904536,2.0156862095464,0.0313724190928042,0.0313724190928042,0.0313724190928042,1,13.9686275809072,3.06274483818561,1.0156862095464,0,1,0,0,1,0,0,0.984313790453598,0,0.0156862095464021,0,0,0,1,0,0,0.984313790453598,0,0,0,0.0156862095464021,0,0,1,0,0,0,1,"Yes"
45.1408813660964,1010.95129792392,2,3.26925622951239,2.4871625136584,57,1.2435812568292,4,2681.05465978198,16667.6137641044,5.21790628414601,3,3.2435812568292,1,1.4871625136584,2,5.29493120219558,0.756418743170798,0,1,13.2435812568292,8.29493120219558,5.53851245902479,0,0.243581256829202,0.756418743170798,0,1,0,0,1,0,0,0,0,0.756418743170798,0.243581256829202,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Yes"
48.1825251081027,956.559551008046,2,2.73249556915835,2.84500295389444,57,1.42250147694722,4,2609.84441217501,15890.9210885721,6.11250738473609,3,3.42250147694722,1,1.84500295389444,2,4.04248966136947,0.577498523052782,0,1,13.4225014769472,7.04248966136947,4.46499113831669,0,0.422501476947218,0.577498523052782,0,1,0,0,1,0,0,0,0,0.577498523052782,0.422501476947218,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Yes"
44.7380280320067,1018.15526342764,2,3.34034799435176,2.43976800376549,57,1.21988400188275,4,2690.48616725067,16770.483547827,5.09942000941373,3,3.21988400188275,1,1.43976800376549,2,5.46081198682077,0.780115998117253,0,1,13.2198840018827,8.46081198682077,5.68069598870352,0,0.219884001882747,0.780115998117253,0,1,0,0,1,0,0,0,0,0.780115998117253,0.219884001882747,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Yes"
51.7198508316651,843.352909599897,11.8688058359548,1.89716416690499,4,50.7198508316651,2.44858208345249,3.55141791654751,2730.3426071764,16315.9324974455,6.30850749928504,3.44858208345249,4,1,1.65425374964252,1.55141791654751,0,0,0,1,17.5886566676199,10.1773133352399,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Yes"
48.369452404324,953.216851122677,2,2.69950839923695,2.8669944005087,57,1.43349720025435,4,2605.46811429877,15843.1886536959,6.16748600127175,3,3.43349720025435,1,1.8669944005087,2,3.96551959821954,0.566502799745649,0,1,13.4334972002544,6.96551959821954,4.39901679847389,0,0.433497200254351,0.566502799745649,0,1,0,0,1,0,0,0,0,0.566502799745649,0.433497200254351,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Yes"
23.9691690937616,676.628024672391,4.77841836563312,3,2.60308309062384,64.8766763750464,2.39691690937616,3.39691690937616,1661.76901627076,19657.4002857336,1,3,3.60308309062384,0,3,2,1.20616618124768,0,1.20616618124768,1,13,1.60308309062384,1.60308309062384,0,0,1,0,0,1,0,0,0,1,0,0,0.603083090623841,0.396916909376159,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Yes"
25.1678493821528,578.457349710865,1.53019551071338,3.46980448928662,2.53019551071338,49.4698044892866,1.53019551071338,3,1722.18392483867,19281.0931221875,1,3,3.06039102142677,0,3,2.46980448928662,1.06039102142677,0,1.06039102142677,1,12.5301955107134,1.53019551071338,1.53019551071338,0,0.469804489286616,0.530195510713384,0,0,1,0,0.469804489286616,0,0.530195510713384,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Yes"
28.7935545248911,891.313176357653,8.15548816742375,3,2.12064454751089,84.1742180995643,2.87935545248911,3.87935545248911,1197.18069925299,16746.8485551332,1,3,3.12064454751089,0,3,2,0.241289095021784,0,0.241289095021784,1,13,1.12064454751089,1.12064454751089,0,0,1,0,0,1,0,0,0,1,0,0,0.120644547510892,0.879355452489108,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Yes"
20.9053981166799,188.543047862127,11.0539811667986,3,3,86.1213227838743,3.81079623335972,2.09460188332014,2652.42753440887,25103.1916532111,1,3,4,0,0.283805649960414,2.90539811667986,0.189203766640276,0,0.189203766640276,1,14.8107962333597,1.09460188332014,1.09460188332014,0,0,1,0,0,1,0,0.905398116679862,0,0.0946018833201379,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Yes"
27.9723094659857,854.767771236366,7.58061662619002,3,2.20276905340143,80.889237863943,2.79723094659857,3.79723094659857,1276.26659842557,17242.3056991708,1,3,3.20276905340143,0,3,2,0.405538106802851,0,0.405538106802851,1,13,1.20276905340143,1.20276905340143,0,0,1,0,0,1,0,0,0,1,0,0,0.202769053401425,0.797230946598575,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Yes"
20.1867609200999,435.75424348563,3.86760920099914,3,3,56.6571977240965,2.37352184019983,2.81323907990009,2169.50333830714,22681.3843007367,1,3,4,0,2.43971723970026,2.18676092009991,1.62647815980017,0,1.62647815980017,1,13.3735218401998,1.81323907990009,1.81323907990009,0,0,1,0,0,1,0,0.186760920099914,0,0.813239079900086,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Yes"
20.7336596564855,1339.10768664023,16.1356175953988,1.53268068702891,4,73.7892313359771,2.73365965648554,3.20097896945663,2668.23034805316,11374.9309307535,1,3,1,0,2.73365965648554,2.26634034351446,0,0,0,1,17.9346386259422,1,1,0,0,1,0,1,0,0,0,0,0.266340343514457,0.733659656485543,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.733659656485543,0.266340343514457,"Yes"
27.7444831319153,1060.2687297021,3.66797334467992,2.68612078297883,3.15693960851058,81.8612078297883,3,3.15693960851058,2157.65665140422,18048.3984821453,0.156939608510584,3,3.52918117446825,0,1.31387921702117,2,1.68612078297883,0.843060391489416,4.21530195744708,1,14.7846980425529,6.0583623489365,5.21530195744708,0,0,1,0,1,0,0,0,0,0,0.156939608510584,0.843060391489416,0.156939608510584,0.843060391489416,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
22.8127306494862,1328.43277093419,14.1479473698419,1.45318266237155,3.77340866881423,69.5318266237155,3,3.77340866881423,2549.11450469703,11336.8998226195,0.773408668814227,3,1.67977399355732,0,2.54681733762845,2,0.453182662371546,0.226591331185773,1.13295665592887,1,17.8670433440711,2.35954798711464,2.13295665592887,0,0,1,0,1,0,0,0,0,0,0.773408668814227,0.226591331185773,0.773408668814227,0.226591331185773,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
20.5057574752718,1263.8999668397,14.5403023269027,1.98848504945636,4,81.3100033160299,2.50575747527182,2.51727242581546,2647.03544520028,13518.3509450685,1,3,1,0,2.50575747527182,2.49424252472818,0,0,0,1,17.0230299010873,1,1,0,0,1,0,1,0,0,0,0,0.494242524728179,0.505757475271821,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.505757475271821,0.494242524728179,"Yes"
28.6470102090389,490.24124939274,10.3529897909611,2.52940204180777,1.70589693728834,41.2942683519796,2.23529897909611,2.47059795819223,1597.94813806564,19110.8760719448,1,3,2.52940204180777,0,3,3.52940204180777,0,0,0,1,13.6470928536728,1,1,0,0,1,0,1,0,0,0.764701020903885,0,0,0.235298979096115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
27.724805959966,844.631803866941,7.91279106005095,2.34496119199321,4,43.4806209281087,3,3.3275194040034,3628.42050903128,5699.92647047201,1,3,1,0,2.3275194040034,1.3275194040034,1.34496119199321,4.70736417197622,4.70736417197622,1,14.2926358280238,5.03488357597962,5.03488357597962,0,0.672480595996603,0.327519404003397,0,1,0,0,0.672480595996603,0,0,0.327519404003397,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"Yes"
22.045673604589,616.763571929187,3.01477675442584,1.00403002393432,2,34.0510469698347,3,2.99865665868856,4172.06392631866,10014.5955026913,0.0120900718029588,3,1,1.00268668262288,2.99865665868856,3.99865665868856,2.00268668262288,0.00537336524575949,2.00134334131144,1.99865665868856,18.9986566586886,4.00403002393432,3.00268668262288,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.99865665868856,0,0.00134334131143987,0,0,0,1,0,0,1,"Yes"
27.5171704292297,286.65942054987,16.1032797694206,2.37929260730743,1.31035369634628,43.655048251152,3,3,2764.81118685007,11068.1934426427,2.75858521461487,3,1.68964630365372,0.310353696346283,2.31035369634628,3.31035369634628,2,0,1.31035369634628,1.31035369634628,13.4828295707703,6.06893891096115,4.37929260730743,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.310353696346283,0,0.689646303653717,0,0,0,1,0,0,1,"Yes"
25.0959556407761,700.148522923701,2.11544124549255,1.44227937725373,2,34.8845587545075,2.55772062274627,2.11544124549255,3351.8985933261,8547.88283561333,0.442279377253726,3,2.32683813176118,1,2.11544124549255,3.55772062274627,1.11544124549255,0,1.11544124549255,1.55772062274627,15.4617649819702,2.67316186823882,2.11544124549255,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.442279377253726,0,0.557720622746274,0,0,0,0,0,1,0,0,1,"Yes"
32.4227232215926,563.047079794109,6.3720575128682,1.91965204896405,2,45.6489259535447,3,2.69344931701198,4413.78814092651,8332.29263537005,2.75895614689216,3,1,1.61310136597604,2.69344931701198,3.69344931701198,2.61310136597604,1.22620273195207,2.30655068298802,1.69344931701198,18.693449317012,4.91965204896405,3.61310136597604,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.693449317011982,0,0.306550682988018,0,0,0,1,0,0,1,"Yes"
27.9015864487737,1470.76283958927,11.8523796731606,1,2.98359774146229,78.2618983658031,3,3.98359774146229,2542.16214013845,22742.8695903318,0.98359774146229,3,3.95079322438687,0.0164022585377097,3.98359774146229,2.03280451707542,1.01640225853771,0,0.0328045170754194,1.01640225853771,11.1312180683017,1.04920677561313,1.03280451707542,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.98359774146229,0,0.0164022585377097,0,0,0,0,0,1,0,0,1,"Yes"
26.8456661701202,326.865738064051,14.5084571540356,2.21141654253006,1.39429172873497,42.4799157977104,3,3,2935.9608348906,10940.8594475091,2.42283308506012,3,1.60570827126503,0.39429172873497,2.39429172873497,3.39429172873497,2,0,1.39429172873497,1.39429172873497,14.1543338298798,5.81712481379509,4.21141654253006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.39429172873497,0,0.60570827126503,0,0,0,1,0,0,1,"Yes"
34.9469256354496,943.76159816049,1.49557713628747,2.99115427257493,2,46.4071198620368,1.50442286371253,2.4867314088624,2546.46990555595,12158.1892760685,2.4867314088624,3,3.50442286371253,1,1,2.50442286371253,3.46903995401226,0.495577136287466,0,1,11.9911542725749,5.46019422658719,3.97346281772479,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.495577136287466,0.504422863712534,0,0,1,"Yes"
33.4411860881373,908.627675389871,1.37009884067811,2.74019768135622,2,43.7720756542403,1.62990115932189,2.11029652203433,2488.87536787125,10773.4108057236,2.11029652203433,3,3.62990115932189,1,1,2.62990115932189,2.59069188474678,0.370098840678111,0,1,11.7401976813562,4.330889566103,3.22059304406866,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.370098840678111,0.629901159321889,0,0,1,"Yes"
37.2814196562394,998.543007007567,3.5494084765669,3.69011830468662,2,51.4221294843592,1.61976339062676,3.69011830468662,2951.84363107081,17588.6520540621,3.69011830468662,3,2.38023660937324,1.30988169531338,1.30988169531338,2.30988169531338,7,2.85929017188028,2.16917186719365,1,13,10,7,0,0,1,0,1,0,0,0.690118304686621,0,0,0,0.309881695313379,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Yes"
37.4359154084232,1127.34971102932,3.04826017399319,3.79034796520136,1.79034796520136,56.5806959304027,1.41930406959727,3.79034796520136,2800.64241975825,16979.2677122212,3.37104389560409,3,3.20965203479864,1,1.62895610439591,2.20965203479864,6.16139186080545,1,0.419304069597274,1,13.6289561043959,9.16139186080545,6.79034796520136,0,0.209652034798637,0.790347965201363,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.790347965201363,0.209652034798637,0,0,1,"Yes"
30.0221703101415,1422.77937507257,10.4444843768142,1.46665468695574,2.84444843768142,75.5778656289913,2.68889687536284,4,2555.91006088979,22141.4653290738,1.46665468695574,3,3.84444843768142,0.155551562318578,3.53334531304426,2,1.93330937391147,0.155551562318578,0,1,11.3111031246372,2.39996406086721,1.93330937391147,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.155551562318578,0.844448437681422,0,0,1,"Yes"
33.7540580667555,915.928021557629,1.39617150556296,2.79234301112592,2,44.3196016168222,1.60382849443704,2.18851451668888,2500.8427210534,11061.1487353928,2.18851451668888,3,3.60382849443704,1,1,2.60382849443704,2.77320053894073,0.396171505562961,0,1,11.7923430111259,4.56554355006665,3.37702903337777,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.396171505562961,0.603828494437039,0,0,1,"Yes"
37.0000401758589,977.821078132372,9.27266153041273,3,3.81818547053263,66.5455239401199,3,1.18181452946737,2404.72725811787,4852.26169352094,5.90911282319576,3.81818547053263,3.81818547053263,0.545443588402122,2.18181452946737,1.36362905893475,1.81818547053263,1.63637094106525,1.63637094106525,1,20.2727418821305,6.72729829372838,1.81818547053263,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Yes"
34.2193236425519,1158.1538649532,6,3,3.70120772765949,67.9084540936165,3.29879227234051,1,2164.06980531057,4046.63623033185,5.20724636595696,4,3.70120772765949,0.597584544681013,2,1.59758454468101,1.40241545531899,1.40241545531899,1.40241545531899,1,21,5.90845409361646,1.40241545531899,0,0,1,0,1,0,0,0.298792272340506,0,0.701207727659494,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Yes"
36.8140118943993,964.410130205331,9.57707144552842,3,3.80127380858175,66.2242023630533,3,1.19872619141825,2404.79490476567,4903.35182427452,5.80764285149053,3.80127380858175,3.80127380858175,0.596178574254736,2.19872619141825,1.39745238283649,1.80127380858175,1.60254761716351,1.60254761716351,1,20.205095234327,6.60891666007228,1.80127380858175,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Yes"
27.6091419234872,1208.14336420363,6,3,3.28807137021795,65.0164995915256,3.71192862978205,1,1832.32131028501,3692.165235647,2.72842822130769,4,3.28807137021795,1.4238572595641,2,2.4238572595641,0.576142740435898,0.576142740435898,0.576142740435898,1,21,3.01649959152564,0.576142740435898,0,0,1,0,1,0,0,0.711928629782051,0,0.288071370217949,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Yes"
38.1184568549506,1076.60052802996,7.17539086006582,3,3.85307614249177,68.2369137099013,3,1.44077157252468,2408.70156344026,6925.00316109182,6.70615228498355,3.85307614249177,3.85307614249177,0.146923857508227,2,1,2.29384771501645,1.70615228498355,2.29384771501645,1,19.8246091399342,8,2.44077157252468,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Yes"
30.575570537243,514.675221457612,19.7854300299659,3,3.234142776113,55.4487127461471,3,1.765857223887,2407.06342889555,6616.65467336262,2.40485665667802,3.234142776113,3.234142776113,2.29757167166099,2.765857223887,2.53171444777399,1.234142776113,0.468285552226007,0.468285552226007,1,17.936571104452,2.63899943279102,1.234142776113,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Yes"
23.8254710542969,732.516435717,13.1273552714847,2.58726447285153,3.58726447285153,34.2382065814454,2.58726447285153,1.41273552714847,2047.1342334135,23588.9035695228,1,3,1.82547105429694,1.82547105429694,2.58726447285153,2.41273552714847,0,0.58726447285153,0,1,18.5872644728515,1,1,0,0.58726447285153,0.41273552714847,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.58726447285153,0.41273552714847,"Yes"
21.1114850882441,576.657553255558,20.296171637252,2.64808581862599,3.64808581862599,36.648085818626,2,2,2223.75894096121,13061.7924193414,1,3,2.35191418137401,1.05574254412204,2.64808581862599,3.64808581862599,0,0,0,1,14.7595709068701,1,1,0,0,1,0,0,1,0,0,0.351914181374013,0,0.648085818625987,0,0,1,0,0,0,0,0,0,0,0,1,0,0.351914181374013,0.648085818625987,0,1,"Yes"
24.1979553662241,807.114000678062,19.2673482112586,2.13367410562932,3.13367410562932,36.1336741056293,2,2,2373.96716115624,17614.8504910748,1,3,2.86632589437068,2.59897768311203,2.13367410562932,3.13367410562932,0,0,0,1,17.3316294718534,1,1,0,0,1,0,0,1,0,0,0.866325894370675,0,0.133674105629325,0,0,1,0,0,0,0,0,0,0,0,1,0,0.866325894370675,0.133674105629325,0,1,"Yes"
24.119861102663,766.224096254911,14.5993055133149,2.44006944866851,3.44006944866851,34.6797916539945,2.44006944866851,1.55993055133149,2138.83673347952,22388.0865622377,1,3,2.11986110266298,2.11986110266298,2.44006944866851,2.55993055133149,0,0.44006944866851,0,1,18.4400694486685,1,1,0,0.44006944866851,0.55993055133149,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.44006944866851,0.55993055133149,"Yes"
28.5428715927992,867.283429727424,16.7325621806085,2,2.71657027257606,43.0857431855984,2,2.14171486371197,2451.26301320223,16673.977622685,1,3,3,2.5748554088641,2,3,0.283429727423936,0,0.283429727423936,1,17.4331405451521,1.28342972742394,1.28342972742394,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"Yes"
24.570861291606,834.95764310658,19.1430462361313,2.07152311806567,3.07152311806567,36.0715231180657,2,2,2392.11524952482,18164.9488820008,1,3,2.92847688193433,2.78543064580299,2.07152311806567,3.07152311806567,0,0,0,1,17.6423844096716,1,1,0,0,1,0,0,1,0,0,0.92847688193433,0,0.0715231180656701,0,0,1,0,0,0,0,0,0,0,0,1,0,0.92847688193433,0.0715231180656701,0,1,"Yes"
19.9389239680022,489.106322944164,20.6870253439993,2.84351267199963,3.84351267199963,36.8435126719996,2,2,2166.69429977611,11332.0693401312,1,3,2.15648732800037,0.4694619840011,2.84351267199963,3.84351267199963,0,0,0,1,13.7824366400018,1,1,0,0,1,0,0,1,0,0,0.156487328000367,0,0.843512671999633,0,0,1,0,0,0,0,0,0,0,0,1,0,0.156487328000367,0.843512671999633,0,1,"Yes"
